,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-972-662-010-5,Breve história do tempo,"Hawking, Stephen W., 1942-2018",Gradiva,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-010-5
0,978-972-662-172-0,<Um >pouco mais de azul,"Reeves, Hubert, 1932-",Gravida,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-172-0
0,978-972-662-192-8,Física divertida,"Fiolhais, Carlos, 1956-",Gradiva,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-192-8
0,978-972-662-230-7,Guia do jovem consumidor ecológico,"Elkington, John",Gradiva,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-230-7
0,978-972-662-267-3,Há monstros debaixo da cama ?,"Watterson, Bill",Gradiva,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-267-3
0,978-972-662-388-5,Viagem pela ciência,"Gold, Carol",Gradiva,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-388-5
0,978-972-662-659-6,História dentro de uma garrafa,"Honrado, Alexandre, 1960-",Gradiva,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-659-6
0,978- 972-662-760-9,"Histórias para meninos ""não quero""","Brotas, Vanda, 1958-",Gradiva,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-760-9
0,978-972-662-792-0,<O >mistério do BI e outras histórias,"Buescu, Jorge, 1964-",Gradiva,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-792-0
0,978-972-662-847-7,<O >ambiente,"Barber, Nicola",Gradiva,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-662-847-7
0,978-972-665-528-2,<O >chapéu de fitas a voar,"Luís, Agustina Bessa, 1922-2019",Guimarãe Editores,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-528-2
0,978-972-665-533-6,<O >rosto e as máscaras,"Pessoa, Fernando, 1888-1935",Ática,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-533-6
0,978-972-665-554-1,<O >mundo é a nossa casa,"Moreira, Júlio, 1930-",Guimarães Editores,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-554-1
0,978-972-665-556-5,<O >banqueiro anarquista,"Pessoa, Fernando, 1888-1935",Ática,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-556-5
0,978-972-665-566-4,Sermão de Santo António aos peixes,"Vieira, António, S.J., 1608-1697,",Ática,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-566-4
0,978-972-665-568-8,Longos dias têm cem anos,"Luís, Agustina Bessa, 1922-2019",Guimarães Editores,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-568-8
0,978-972-665-570-1,<A >vida de Nun'Álvares,"Martins, Oliveira, 1845-1894",Guimarães,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-570-1
0,978-972-665-571-8,Contos policiais,"Poe, Edgar Allan, 1809-1849",Guimarães Editores,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-571-8
0,978-972-665-573-2,Narciso e Goldmundo,"Hesse, Hermann, 1877-1962",Guimarães,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-573-2
0,978-972-665-583-1,<A >utopia,"More, Thomas, Santo, 1478-1535",Guimarães,cop. 2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-583-1
0,978-972-665-617-3,<O >mosteiro,"Luís, Agustina Bessa, 1922-2019",Guimarães Editores,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-617-3
0,978-972-665-623-4,<A >selva,"Castro, Ferreira de, 1898-1974",Guimarães,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-623-4
0,978-972-665-624-1,<A >grande viagem dos homens através do tempo e do espaço Júlio Moreira,"Moreira, Júlio, 1930-",Guimarães,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-624-1
0,978-972-665-657-9,<O >físico prodigioso,"Sena, Jorge de, 1919-1978",Babel,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-657-9
0,978-972-665-674-6,Dentes de rato,"Luís, Agustina Bessa, 1922-2019",Guimarães,cop. 2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-674-6
0,978-972-665-693-7,<A >Sibila,"Luís, Agustina Bessa, 1922-2019",Guimarães,imp. 2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-693-7
0,978-972-665-695-1,Vale Abraão,"Luís, Agustina Bessa, 1922-2019",Guimarães,imp. 2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-695-1
0,978-972-665-696-8,<A >mãe de um rio,"Luís, Agustina Bessa, 1922-2019",Guimarães Editores,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-696-8
0,978-972-665-702-6,Antigas e novas andanças do demónio,"Sena, Jorge de, 1919-1978",Guimarães,cop. 2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-665-702-6
0,978-972-680-623-3,"Dez dedos, dez segredos","Menéres, Maria Alberta, 1930-2019",Lisboa Editora,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-680-623-3
0,9789726806356,Histórias e canções em Quatro Estações,"Araújo, Matilde Rosa, 1921-2010",Lisboa Editora,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-680-635-6
0,978-972-680-835-0,É preciso amar devagar,"Honrado, Alexandre, 1960-",Raiz,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-680-835-0
0,978-972-680-881-7,"Mesmo que morras, telefona!","Honrado, Alexandre, 1960-",Raiz,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-680-881-7
0,978-972-695-479-8,<A >rapariga do trombone,"Skármeta, Antonio, 1940-",Teorema,imp. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-479-8
0,978-972-695-862-8,<As >aventuras de Darwin,"Ward, Peter",Teorema,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-862-8
0,978-972-695-880-2,Todas as cosmicómicas,"Calvino, Italo, 1923-1985",Teorema,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-880-2
0,978-972-695-920-5,Jan Karski,"Haenel, Yannick, 1967-",Teorema,imp. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-920-5
0,978-972-695-928-1,<Um >pai de filme,"Skármeta, Antonio, 1940-",Teorema,imp. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-928-1
0,978-972-695-957-1,<A >empresa das índias,"Orsenna, Erik, 1947-",Teorema,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-957-1
0,978-972-695-962-5,<As >aventuras do menino Nicolau,"Sempé, 1932-",Teorema,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-962-5
0,978-972-695-990-8,<O >sistema periódico,"Levi, Primo, 1919-1987",Teorema,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-990-8
0,978-972-6959-97-7,<As >férias do menino Nicolau,"Sempé, 1932-",Teorema,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-695-997-7
0,978-972-699-111-3,Lobos do mar,"Kipling, Rudyard, 1865-1936",Vega,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-111-3.
0,978-972-699-625-5,<O >livro de ir à Índia,"Letria, José Jorge, 1951-",Vega,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-625-5
0,978-972-699-692-7,Espanta-pardais,"Colaço, Maria Rosa, 1935-2004",Vega,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-692-7
0,978-972-699-723-8,Aventuras de João-Flor e Joana-Amor,"Colaço, Maria Rosa, 1935-2004",Vega,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-723-8
0,978-972-699-910-2,"Eu, a casa, os bichos e outras coisas","Santos, Hugo",Nova Vega,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-910-2
0,978-972-699-926-3,<Uma >viagem no verde,"Letria, José Jorge, 1951-",Nova Vega,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-926-3
0,978-972-699-961-4,<O >livro dos gatos,"Eliot, T. S., 1888-1965",Vega,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-961-4
0,978-972-699-976-8,Romanceiro português,"Rodrigues, Urbano Tavares, 1923-2013",Vega,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-976-8
0,978-972-699-979-9,Pássaro mágico,"Almog, Ruth, 1936-",Vega,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-979-9
0,978-972-699-982-9,Gilgamesh,"Tamen, Pedro, 1934-",Nova Vega,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-982-9
0,978-972-699-992-8,<O >gato e o diabo,"Joyce, James, 1882-1941",Nova Vega,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-699-992-8
0,978-972-708-582-8,<As >aventuras de Alice no país das maravilhas ;,"Carroll, Lewis, pseud.",Relógio d'Água,D.L. 2000,http://urn.bn.pt/isbn/mods/xml?id=978-972-708-582-8
0,978-972-708-960-4,<A >maravilhosa viagem de Nils Holgersson através da Suécia,"Lagerlöf, Selma, 1858-1940",Relógio d'Água,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-708-960-4
0,978-972-710-046-0,<O >livro das rimas traquinas,"Letria, José Jorge, 1951-",Terramar,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-046-0
0,978-972-710-146-7,Mão-cheia de rimas para primos e primas,"Letria, José Jorge, 1951-",Terramar,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-146-7
0,978-972-710-153-5,<O >olho do lobo,"Pennac, Daniel, 1944-",Terramar,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-153-5
0,978-972-710-228-0,<O >25 de Abril contado às crianças... e aos outros,"Letria, José Jorge, 1951-",Terramar,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-228-0
0,978-972-710-248-8,Versos de fazer ó-ó,"Letria, José Jorge, 1951-",Terramar,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-248-8
0,978-972-710-260-0,Lendas do mar,"Letria, José Jorge, 1951-",Terramar,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-260-0
0,972-710-352-9,Contrários,"Soares, Luísa Ducla, 1939-",Terramar,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-352-2
0,978-972-710-362-1,Cantigas e cantigos,"Fanha, José, 1951-",Terramar,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-362-1
0,978-972-710-401-7,"Antes, agora, depois","Soares, Luísa Ducla, 1939-",Terramar,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-401-7
0,978-972-710-413-0,Novas rimas traquinas,"Letria, José Jorge, 1951-",Terramar,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-413-0
0,978-972-710-429-1,<A >menina que detestava livros,"Pawagi, Manjusha",Terramar,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-710-429-1
0,978-972-711-954-7,<O >clube de cinema,"Gilmour, David",Pergaminho,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-711-954-7
0,978-972-712-313-1,<A >mosquito,"Oliveira, Inês",Nova Gaia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-313-1
0,978-972-712-358-2,Pimpona a galinha tonta,"Rosa, Maria Carolina Pereira",Nova Gaia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-358-2
0,978-972-712-521-0,Alana a bailarina da água,"Cardoso, Alice, 1962-",Edições Nova Gaia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-521-0
0,978-972-712-531-9,Planície de sonhos,"Gomes, Conceição de Sousa",Nova Gaia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-531-9
0,978-972-712-548-7,Alana e a lontra Lutra,"Cardoso, Alice, 1962-",Nova Gaia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-548-7
0,978-972-712-553-1,Alana e o casal patolas,"Cardoso, Alice, 1962-",Nova Gaia,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-553-1
0,978-972-712-557-9,<O >leão que não sabia ser mau,"Rodi, Sara, pseud.",Nova Gaia,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-557-9
0,978-972-712-558-6,<O >palhaço que não conseguia fazer rir,"Rodi, Sara, pseud.",Nova Gaia,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-558-6
0,978-972-712-561-6,"Dom Draguim, rei dos dragões","Campos, Carlos",Nova Gaia,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-561-6
0,978-972-712-564-7,Alcança quem não cansa,"Ferreira, Maria da Conceição Galveia, 1963-",Nova Gaia,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-564-7
0,978-972-712-580-7,E tudo acontecia por magia...,"Gil, Renata, pseud.",Nova Gaia,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-580-7
0,978-972-712-582-1,<A >seca na ilha,"Maria, Pedro Matias",NovaGaia,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-582-1
0,978-972-712-589-0,<A >princesinha do jardim de pedra,"Ferreira, Daniel Marques, 1949-",Nova Gaia,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-589-0
0,978-972-712-590-6,Maria e Sebastião exploram a selva e aprendem a contar,"Rodi, Sara, pseud.",Nova Gaia,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-590-6
0,978-972-712-618-7,Meninos de todas as cores,"Soares, Luísa Ducla, 1939-",Nova Gaia,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-712-618-7
0,978-972-731-193-4,Natal,"Ribeiro, Maria",Planeta,D.L. 2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-731-193-4
0,978-972-731-195-8,Contos misteriosos e fantásticos,"Poe, Edgar Allan, 1809-1849",Planeta,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-731-195-8
0,978-972-731-238-2,Stonehenge,"Cornwell, Bernard, 1944-",Planeta,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-731-238-2
0,978-972-731-260-3,Quem ajuda o gnomo?,"Gostoli, Renata",Planeta,2010 ,http://urn.bn.pt/isbn/mods/xml?id=978-972-731-260-3
0,978-972-750-425-1,<Os >melhores contos de Andersen,"Andersen, Hans Christian, 1805-1875",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-425-1
0,978-972-750-426-8,<Os >melhores contos dos Irmãos Grimm,"Grimm, Jakob Ludwig Karl, 1785-1863",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-426-8
0,978-972-750-738-2,<O >sótão mágico,"Carvalho, Maria João",Everest,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-738-2
0,978-972-750-739-9,Direitos da criança,"Carvalho, Maria João",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-739-9
0,978-972-750-841-9,<A >flor Rosalina,"Batista, Anabela",Everest,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-841-9
0,978-972-750-842-6,<O >gigante e os morangos,"Batista, Anabela",Everest,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-842-6
0,978-972-750-843-3,<A >fada da cor,"Dias, Diana",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-843-3
0,978-972-750-848-8+,<O >cavaleiro pequenino,"Bergonse, Raffaello, 1978-",Everest,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-848-8
0,978-972-750-856-3,<As >letras falam,"Cruz Contarini, Rafael",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-856-3
0,978-972-750-857-0,<O >pavão do abre-e-fecha,"Machado, Ana Maria, 1941-",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-857-0
0,978-972-750-860-0,<A >lenda do viajante que não podia parar,"López Nárvaez, Concha",Everest,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-750-860-0
0,978-972-751-789-3,Coisas de Mãe,"Alves, Sílvia, 1965-",Paulinas,D.L.2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-789-3
0,978-972-751-919-4,Deus e eu,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,cop. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-919-4
0,978-972-751-945-3,<O >meu irmão e eu,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-945-3
0,978-972-751-948-4,<O > avô e eu,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-948-4
0,978-972-751-984-2,<A >tia e eu,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-984-2
0,978-972-751-985-9,<A >minha prima e eu,"Gonzalez, Maria Teresa Maia, 1958-",Paulinas,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-751-985-9
0,978-972-754-267-3,<A >evolução do darwinismo,"Vieira, António, 1941-",Fim de Século,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-754-267-3
0,978-972-757-286-1,Lendas e fábulas de Timor-Leste,"Dias, Helena Bárbara Marques, 1949-",Lidel,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-757-286-1
0,978-972-757-342-4,História de Timor-Leste da Pré-História à actualidade,"Durand, Frédéric",Lidel,D.L. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-757-342-4
0,978-972-757-820-7,Expressões idiomáticas ilustradas,"Rente, Sofia",Lidel,D.L. 2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-757-820-7
0,978-972-759-911-0,D. Afonso Henriques,"Matoso, José, 1933-",Temas e Debates,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-911-0
0,978-972-759-912-7,D. João II,"Fonseca, Luís Adão da, 1945-",Temas e Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-912-7
0,978-972-759-917-2,D. Pedro V,"Mónica, Maria Filomena, 1943-",Temas & Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-917-2
0,978-972-759-918-9,D. Duarte,"Duarte, Luís Miguel, 1956-",Temas & Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-918-9
0,978-972-759-919-6,D. Maria II,"Bonifácio, Maria de Fátima, 1948-",Temas e Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-919-6
0,978-972-759-920-2,D. Manuel,"Costa, João Paulo Oliveira e, 1962-",Temas e Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-920-2
0,978-972-759-952-3,D. Pedro I,"Pimenta, Cristina, 1962-",Temas e Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-952-3
0,978-972-759-955-4,D. Carlos,"Ramos, Rui, 1962-",Temas e Debates,imp. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-955-4
0,978-972-759-957-8,D. Filipe I,"Bouza Alvarez, Fernando Jesús, 1960-",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-957-8
0,978-972-759-958-5,D. Filipe II,"Olival, Maria Fernanda de, 1960-",Temas e Debates,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-958-5
0,978-972-759-959-2,D. Filipe III,"Oliveira, António de, 1959-",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-959-2
0,978-972-759-964-6,D. José na sombra de Pombal,"Monteiro, Nuno Gonçalo, 1955-",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-964-6
0,978-972-759-965-3,D. Afonso II,"Vilar, Hermínia Vasconcelos, 1962-",Temas & Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-965-3
0,978-972-759-966-0,D. Dinis,"Pizarro, José Augusto P. de Sotomaior, 1958-",Temas e Debates,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-966-0
0,978-972-759-967-7,"D. João I o que re-colheu Boa Memória, 1357-1433","Coelho, Maria Helena da Cruz, 1948-",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-967-7
0,978-972-759-968-4,D. João IV,"Costa, Leonor Freire, 1961-",Temas e Debates,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-968-4
0,978-972-759-969-1,D. Afonso VI,"Xavier, Ângela Barreto, 1968-",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-969-1
0,978-972-759-970-7,"D. Afonso IV, (1291-1357)","Sousa, Bernardo de Vasconcelos e, 1957-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-970-7
0,978-972-759-971-4,D. Pedro IV,"Santos, Eugénio dos",Temas e Debates,imp. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-971-4
0,978-972-759-973-8,D. João VI,"Pedreira, Jorge Miguel, 1958-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-973-8
0,978-972-759-974-5,D. Fernando,"Gomes, Rita Costa, 1959-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-974-5
0,978-972-759-975-2,D. Afonso V,"Gomes, Saul António, 1963-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-975-2
0,978-972-759-976-9,D. Sebastião,"Cruz, Maria Augusta Lima, 1944-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-976-9
0,978-972-759-977-6,D. Miguel,"Lousada, Maria Alexandre, 1956-",Temas e Debates,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-759-977-6
0,978-972-770-709-6,Lendas da história de Portugal,"Rebelo, Carlos, 1954-",Plátano,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-77-070-96
0,978-972-770-097-4,<As >três touquinhas brancas,"Parafita, Alexandre, 1956-",Plátano,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-097-4
0,978-972-770-231-2,<Os >portugas no Dakar,"Jacinto, Elisabete",Plátano,2007-,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-231-2
0,978-972-770-574-0,Surpresas e encantos de natal,"Reis, Armindo, 1954-",Plátano,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-574-0
0,978-972-770-715-7,Contos ao vento com demónios dentro,"Parafita, Alexandre, 1956-",Plátano,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-715-7
0,978-972-770-729-4,<A >Revolução do 25 de Abril explicada aos jovens,"Rebelo, Carlos, 1954-",Plátano,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-729-4
0,978-972-770-736-2,<O >5 de Outubro de 1910 explicado aos jovens,"Rebelo, Carlos, 1954-",Plátano,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-736-2
0,978-972-770-789-8,<O >1 de Dezembro de 1640 explicado aos jovens,"Rebelo, Carlos, 1954-",Plátano,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-789-8
0,978-972-770-791-1,Monumentos que contam a história de Portugal,"Rebelo, Carlos, 1954-",Plátano,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-770-791-1
0,978-972-780-217-3,Histórias de Natal,"Parafita, Alexandre, 1956-",Âncora,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-217-3
0,978-972-780-229-6,<Os> Lusíadas em banda desenhada,"Rui, José, 1930-",Âncora,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-229-6
0,978-972-780-233-3,Mirandês,"Rui, José, 1930-",Âncora,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-233-3
0,978-972-780-392-7,Conversas com os reis de Portugal,"Carvalho, A. M. Galopim de, 1931-",Âncora,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-392-7
0,978-972-780-407-8,João de Deus,"Rui, José, 1930-",Âncora,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-407-8
0,978-972-780-427-6,<A >mulher que venceu Don Juan,"Marques, Teresa Martins, 1950-",Âncora,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-427-6
0,978-972-780-429-0,<O >meu livrinho do coração,"Pádua, Fernando de, 1927-",Âncora,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-429-0
0,978-972-780-438-2,Etnografia transmontana,"Fontes, António, 1940-",Âncora,2014-,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-438-2
0,978-972-780-465-8,Contos bárbaros,"Correia, João de Araújo, 1899-1985",Tertúlia de João de Araújo Correia ;,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-465-8
0,978-972-780-479-5,Kikas e o Professor Coração,"Assis, Nilza",Âncora,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-479-5
0,978-972-780-496-2,Fernão Mendes Pinto e a sua Peregrinação,"Rui, José, 1930-",Âncora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-496-2
0,978-972-780-527-3,<Uma >sombra laranja-tigre,"Melo, Afonso de, 1964-",Dom Quixote,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-527-3
0,978-972-780-529-7,Boas fadas que te fadem,"Cardoso, António Manuel Monteiro, 1950-",Âncora,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-529-7
0,978-972-780-566-2,<A >inquisição em Ourém,"Martins, Jorge, 1953-",Âncora ;,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-780-566-2
